HEADER
VTF File Version,1.1
VTF File Type,1
PID,5103
Generated on,2022-01-27 15:29:59
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,5104
XRT  Version,2.11.0
Tool Version,2021.1
Platform,xilinx_aws-vu9p-f1_shell-v04261818_201920_2
Target,Hardware Emulation

STRUCTURE
Group_Start,xilinx_aws-vu9p-f1_shell-v04261818_201920_2
Group_Start,krnl_erosion.xclbin
Group_Start,Compute Unit erosion_1,Activity in accelerator erosion:erosion_1
Dynamic_Row_Summary,1,Executions,Execution in accelerator erosion_1
Optional_Function_Internal,User Functions,Function activity in accelerator erosion_1,1,xilinx_aws-vu9p-f1_shell-v04261818_201920_2-0,krnl_erosion,erosion,erosion_1
Group_Start,m_axi_gmem0-DDR[1] (img_in),Data Transfers between erosion_1 and Global Memory over read and write channels of erosion_1/m_axi_gmem0-DDR[1]
Static_Row,2,Read Channel,Read Data Transfers 
Static_Row,3,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem0-DDR[1] (img_in)
Group_Start,m_axi_gmem1-DDR[1] (process_shape),Data Transfers between erosion_1 and Global Memory over read and write channels of erosion_1/m_axi_gmem1-DDR[1]
Static_Row,4,Read Channel,Read Data Transfers 
Static_Row,5,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem1-DDR[1] (process_shape)
Group_Start,m_axi_gmem2-DDR[1] (img_out),Data Transfers between erosion_1 and Global Memory over read and write channels of erosion_1/m_axi_gmem2-DDR[1]
Static_Row,6,Read Channel,Read Data Transfers 
Static_Row,7,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem2-DDR[1] (img_out)
Group_End,erosion_1
Group_Start,Compute Unit threshold_accel_1,Activity in accelerator threshold_accel:threshold_accel_1
Dynamic_Row_Summary,8,Executions,Execution in accelerator threshold_accel_1
Optional_Function_Internal,User Functions,Function activity in accelerator threshold_accel_1,8,xilinx_aws-vu9p-f1_shell-v04261818_201920_2-0,krnl_erosion,threshold_accel,threshold_accel_1
Group_Start,m_axi_gmem1-DDR[1] (img_inp),Data Transfers between threshold_accel_1 and Global Memory over read and write channels of threshold_accel_1/m_axi_gmem1-DDR[1]
Static_Row,9,Read Channel,Read Data Transfers 
Static_Row,10,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem1-DDR[1] (img_inp)
Group_Start,m_axi_gmem2-DDR[1] (img_out),Data Transfers between threshold_accel_1 and Global Memory over read and write channels of threshold_accel_1/m_axi_gmem2-DDR[1]
Static_Row,11,Read Channel,Read Data Transfers 
Static_Row,12,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem2-DDR[1] (img_out)
Group_End,threshold_accel_1
Group_End,krnl_erosion.xclbin
Group_End,xilinx_aws-vu9p-f1_shell-v04261818_201920_2

MAPPING
20,0:0:0
19,1:1:1
13,bank1
10,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
9,clCreateKernel
8,clCreateProgramWithBinary
22,clEnqueueReadBuffer
14,clEnqueueTask
12,clEnqueueWriteBuffer
25,clFinish
3,clGetDeviceIDs
7,clGetDeviceInfo
21,clGetEventProfilingInfo
1,clGetPlatformIDs
2,clGetPlatformInfo
29,clReleaseCommandQueue
30,clReleaseContext
31,clReleaseDevice
24,clReleaseEvent
27,clReleaseKernel
26,clReleaseMemObject
28,clReleaseProgram
4,clRetainDevice
11,clSetKernelArg
15,clWaitForEvents
23,erosion
32,erosion_1
17,krnl_erosion
18,threshold_accel
33,threshold_accel_1
16,xilinx_aws-vu9p-f1_shell-v04261818_201920_2

EVENTS
114,0,31288.475690,8,KERNEL,18,33
115,0,31312.420990,9,KERNEL_READ
116,115,31332.460352,9,KERNEL_READ
117,0,31333.938440,9,KERNEL_READ
118,117,31352.175192,9,KERNEL_READ
119,0,31353.541049,9,KERNEL_READ
120,119,31374.393159,9,KERNEL_READ
121,0,31375.545925,9,KERNEL_READ
122,121,31393.630650,9,KERNEL_READ
123,0,31395.020169,9,KERNEL_READ
124,123,31413.046922,9,KERNEL_READ
125,0,31414.303602,9,KERNEL_READ
126,125,31433.069528,9,KERNEL_READ
127,0,31434.386321,9,KERNEL_READ
128,127,31453.415370,9,KERNEL_READ
129,0,31454.807174,9,KERNEL_READ
130,129,31476.718065,9,KERNEL_READ
131,0,31477.918762,9,KERNEL_READ
133,0,31491.777132,12,KERNEL_WRITE
132,131,31497.249427,9,KERNEL_READ
135,0,31498.554724,9,KERNEL_READ
134,133,31512.110974,12,KERNEL_WRITE
136,135,31517.146513,9,KERNEL_READ
137,0,31518.407680,9,KERNEL_READ
138,137,31537.002480,9,KERNEL_READ
139,0,31538.263044,9,KERNEL_READ
140,139,31556.314263,9,KERNEL_READ
141,0,31557.588176,9,KERNEL_READ
143,0,31575.041702,12,KERNEL_WRITE
142,141,31576.354914,9,KERNEL_READ
145,0,31577.842896,9,KERNEL_READ
144,143,31596.659331,12,KERNEL_WRITE
146,145,31598.142590,9,KERNEL_READ
147,0,31599.470143,9,KERNEL_READ
148,147,31617.592712,9,KERNEL_READ
149,0,31618.837782,9,KERNEL_READ
150,149,31637.398906,9,KERNEL_READ
151,0,31638.786869,9,KERNEL_READ
153,0,31655.971097,12,KERNEL_WRITE
152,151,31657.437329,9,KERNEL_READ
155,0,31658.792472,9,KERNEL_READ
154,153,31676.435953,12,KERNEL_WRITE
156,155,31677.742146,9,KERNEL_READ
157,0,31678.911582,9,KERNEL_READ
158,157,31698.257498,9,KERNEL_READ
159,0,31720.363569,9,KERNEL_READ
161,0,31737.895168,12,KERNEL_WRITE
160,159,31739.355827,9,KERNEL_READ
162,161,31757.300260,12,KERNEL_WRITE
163,0,31801.800368,9,KERNEL_READ
165,0,31817.724190,12,KERNEL_WRITE
164,163,31821.569558,9,KERNEL_READ
166,165,31838.691553,12,KERNEL_WRITE
167,0,31885.088613,9,KERNEL_READ
169,0,31905.752361,12,KERNEL_WRITE
168,167,31905.767695,9,KERNEL_READ
170,169,31927.401695,12,KERNEL_WRITE
171,0,31974.569062,9,KERNEL_READ
173,0,31990.020922,12,KERNEL_WRITE
172,171,31993.654752,9,KERNEL_READ
174,173,32009.473679,12,KERNEL_WRITE
175,0,32055.543905,9,KERNEL_READ
177,0,32075.827988,12,KERNEL_WRITE
176,175,32075.842413,9,KERNEL_READ
178,177,32096.701245,12,KERNEL_WRITE
179,0,32141.773104,9,KERNEL_READ
181,0,32155.641080,12,KERNEL_WRITE
180,179,32159.597514,9,KERNEL_READ
182,181,32174.892523,12,KERNEL_WRITE
183,0,32217.736631,9,KERNEL_READ
185,0,32235.754246,12,KERNEL_WRITE
184,183,32235.767502,9,KERNEL_READ
186,185,32255.895030,12,KERNEL_WRITE
187,0,32298.387282,9,KERNEL_READ
189,0,32313.030836,12,KERNEL_WRITE
188,187,32316.720579,9,KERNEL_READ
190,189,32332.131171,12,KERNEL_WRITE
191,0,32375.591453,9,KERNEL_READ
193,0,32393.590573,12,KERNEL_WRITE
192,191,32393.604781,9,KERNEL_READ
194,193,32412.946329,12,KERNEL_WRITE
195,0,32455.615969,9,KERNEL_READ
197,0,32470.873402,12,KERNEL_WRITE
196,195,32474.529642,9,KERNEL_READ
198,197,32490.090146,12,KERNEL_WRITE
199,0,32533.100112,9,KERNEL_READ
201,0,32549.595790,12,KERNEL_WRITE
200,199,32549.609205,9,KERNEL_READ
202,201,32568.771429,12,KERNEL_WRITE
203,0,32612.230851,9,KERNEL_READ
205,0,32627.286240,12,KERNEL_WRITE
204,203,32631.424639,9,KERNEL_READ
206,205,32646.874118,12,KERNEL_WRITE
207,0,32690.066060,9,KERNEL_READ
209,0,32708.124324,12,KERNEL_WRITE
208,207,32708.138302,9,KERNEL_READ
210,209,32728.010613,12,KERNEL_WRITE
211,0,32770.252001,9,KERNEL_READ
213,0,32784.836171,12,KERNEL_WRITE
212,211,32788.693548,9,KERNEL_READ
214,213,32804.760370,12,KERNEL_WRITE
215,0,32848.664778,9,KERNEL_READ
217,0,32865.451241,12,KERNEL_WRITE
216,215,32866.773375,9,KERNEL_READ
218,217,32884.967193,12,KERNEL_WRITE
219,0,32929.423323,9,KERNEL_READ
221,0,32941.724946,12,KERNEL_WRITE
220,219,32946.308476,9,KERNEL_READ
222,221,32960.044354,12,KERNEL_WRITE
223,0,33003.613692,9,KERNEL_READ
225,0,33021.571941,12,KERNEL_WRITE
224,223,33023.000193,9,KERNEL_READ
226,225,33040.855757,12,KERNEL_WRITE
227,0,33085.134783,9,KERNEL_READ
229,0,33098.455996,12,KERNEL_WRITE
