HEADER
VTF File Version,1.1
VTF File Type,0
PID,31061
Generated on,2022-01-27 15:15:08
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,31061
XRT Version,2021.1

STRUCTURE
Group_Start,Host APIs
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x24756d0,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_aws-vu9p-f1_shell-v04261818_201920_2:krnl_erosion:erosion,Kernel Enqueue
Dynamic_Row_Summary,7,xilinx_aws-vu9p-f1_shell-v04261818_201920_2:krnl_erosion:threshold_accel,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,Host APIs

MAPPING
20,0:0:0
19,1:1:1
13,PLRAM[2]
10,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
9,clCreateKernel
8,clCreateProgramWithBinary
22,clEnqueueReadBuffer
14,clEnqueueTask
12,clEnqueueWriteBuffer
25,clFinish
3,clGetDeviceIDs
7,clGetDeviceInfo
21,clGetEventProfilingInfo
1,clGetPlatformIDs
2,clGetPlatformInfo
29,clReleaseCommandQueue
30,clReleaseContext
31,clReleaseDevice
24,clReleaseEvent
27,clReleaseKernel
26,clReleaseMemObject
28,clReleaseProgram
4,clRetainDevice
11,clSetKernelArg
15,clWaitForEvents
23,erosion
17,krnl_erosion
18,threshold_accel
16,xilinx_aws-vu9p-f1_shell-v04261818_201920_2

EVENTS
76,75,249.260450,1,OPENCL_API_CALL,11
77,0,249.262590,2,OPENCL_API_CALL,12
78,0,249.314486,4,WRITE_BUFFER,9,0xc000,13,0x7feabdc2a700
79,78,249.327198,4,WRITE_BUFFER
80,77,249.359327,2,OPENCL_API_CALL,12
81,0,249.364176,2,OPENCL_API_CALL,14
82,0,249.422389,4,WRITE_BUFFER,9,0xc000,13,0x7feabec2c700
83,81,249.450851,2,OPENCL_API_CALL,14
84,0,249.455573,1,OPENCL_API_CALL,15
85,84,249.459154,1,OPENCL_API_CALL,15
86,0,249.469124,2,OPENCL_API_CALL,22
87,82,249.495333,4,WRITE_BUFFER
88,0,249.505797,6,KERNEL_ENQUEUE,23,19,1,0
89,88,607.875647,6,KERNEL_ENQUEUE,23,20,0,0
90,0,607.965918,3,READ_BUFFER,16384,0xd000,13,0x7feabf42d700
91,90,608.231162,3,READ_BUFFER
92,86,608.273919,2,OPENCL_API_CALL,22
93,0,608.287221,1,OPENCL_API_CALL,24
94,93,608.298928,1,OPENCL_API_CALL,24
95,0,608.309073,1,OPENCL_API_CALL,25
96,95,608.313495,1,OPENCL_API_CALL,25
97,0,609.739343,1,OPENCL_API_CALL,24
98,97,609.748980,1,OPENCL_API_CALL,24
99,0,609.753877,1,OPENCL_API_CALL,26
100,99,609.759625,1,OPENCL_API_CALL,26
101,0,609.762157,1,OPENCL_API_CALL,26
102,101,609.764792,1,OPENCL_API_CALL,26
103,0,609.768492,1,OPENCL_API_CALL,27
104,103,609.960912,1,OPENCL_API_CALL,27
105,0,609.970401,1,OPENCL_API_CALL,24
106,105,609.982001,1,OPENCL_API_CALL,24
107,0,609.985799,1,OPENCL_API_CALL,26
108,107,609.990886,1,OPENCL_API_CALL,26
109,0,609.994223,1,OPENCL_API_CALL,26
110,109,609.997521,1,OPENCL_API_CALL,26
111,0,610.000577,1,OPENCL_API_CALL,27
112,111,610.397325,1,OPENCL_API_CALL,27
113,0,610.407273,1,OPENCL_API_CALL,28
114,113,610.671439,1,OPENCL_API_CALL,28
115,0,610.681305,1,OPENCL_API_CALL,29
116,115,610.691023,1,OPENCL_API_CALL,29
117,0,610.697088,1,OPENCL_API_CALL,30
118,117,612.112977,1,OPENCL_API_CALL,30
119,0,612.146190,1,OPENCL_API_CALL,31
120,119,612.153798,1,OPENCL_API_CALL,31
121,0,612.157407,1,OPENCL_API_CALL,31
122,121,612.161127,1,OPENCL_API_CALL,31

DEPENDENCIES
53,54
53,54
87,88
87,88
89,90

